comment,complaint_cluster
ناقص الرز فى الوجبه وبعد قطع الفراخ فيها دم بسيط,منتج_غير_مكتمل
الطعم مش حلو وخد وقت طويل,
الاردر وصل بعد 40 دقيقه من الوقت المحدد ومستلمتش الارد بسبب التاخير,
الفطير وحش جدا ووصل بارد ومفيش اي طعم خالص تاني تجربه وبصراحه اخر مره اطلب منه,جودة_المنتج
الاكل مبقاش حلو زي الاول خالص و ساندويتش الكبده حراق لدرجه ماتتكلش من غير ماكون طالبه اسبايسي اصلا,
الشاورما الفراخ مش حلوة خالص,
حلو جداا ومخدوم,
النجرسكو كان فيها ريحه ظفاره ومكنتش نضيفه ومكلتهاش,
الاكل نفسه كويس بس الديليفري اتأخر جدا فا الاكل جه بارد و وحش,جودة_المنتج
المفروض ان فيه جبنه كيري تقريبا الفطيره كلها محستش بطعم الكيري غير في قطعتين,
السعر غالي جدا مقابل الحجم,السعر
البيتزا كانت كلها ملح و حادقة اووووى,
روعة,
عجينة الفطيرة الشرقى كانت نيه !!,
😏😏😏😏😏😏,
بجد انا مش عارف الناس بتاكل اكل المكان ده ازاي تجربة من ٧ سنين وكانت زفت وتجربة النهارده وانا شايف انك بتفتح فروع في أماكن كتير فقولت يمكن فعلا جودة المكان اتحسنت بس للاسف كلمة سئ اقل حاجه ممكن حد يقولها على أكل المكان ده,
ابني جاله تسمم بعد ما اكل فتة شاورمه فراخ وبيتزا رانش,
حلوة الفطيرة بس تقيلة قوى,
ملوش طعم و بارد و الاوردر متغير فيه اخر مرة اجربو,
زياده في الحساب ٢٢,
ملهوش طعم ورز عالفاضي زيه زي غيره,
كنت طالبة فطيرة شرقي مكس جبن باضافة سجق شرقي ولم يتم اضافة السجق,
الأكل سئ جدااااا ونظمت انى طلب منه,
الشورمه وحشه جدا جدا جدا و عيش ملبد وبايت,جودة_المنتج
الاكل بارد و مش نفس طعم حمزة,
الحواوشي كله محروق وبايت وناشف,
المكرونة كانت قديمة ويعتبر مش سخنه اما المكس لحوم كان مقبل بس بارده شوية ومعليهاش جبنه يعتبر وبعض المناطق فيها دقيق,
اسوء شاورما اكلتها في حياتي تجربه لن تتكرر,
بي,
الرز كان سئ جدا جدا جدا ..,
الاكل وصل متأخر وكمان الطبق اللى كان فيه الاكل كان مقطوع والاكل كان واقع ف الكيس لو الاكل ده لحيوانات كان هيبقى انظف من كده,
الاكل غير مغلف جيدا ، ادي إلى سقوطه ، وظهر بمظهر سيء جدا.,
اوحش فته شاورما هتاكلها في حياتك الف هنا 😏,جودة_المنتج
الاكل جميل جدا ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,
تجربة سيئة سعر عالي مقابل حجم صغير وطعم عادي يمكن سيء كمان,
اللوتس مش محشيه زي ما كاتبين ومقاسها صغير,
سلوك الطيار سئ جدا,
مكنش مع الاوردر طحينة خالص,
مطعم ممتاز والاكل جميل جدا والعاملين حاجة فى قمة الذوق شكرا حمزة,
المكس جبن الموتزاريلا كانت من ارخص الانواع تقريبا والاكل وصل متاخر جدا جدا عجينه السجق كانت نايه من جوا,
المخلل بايظ!! عليه عفن!!! البطاطس مزيتة و طرية زي ما تكون بايته و سخنوها..الشاورما حاادقه,
عيش بايت وشاورمه ناشفه ومحروقه,
وحشة للغاية مش اول مره اكلها بس الي جت المره ديه استغفر الله العظيم,جودة_المنتج
الفطيره كانت كيري بالسجق وسط كانت هايله طعمها حلو جدا لكن صغيره جداااااا,
طلبت بيتزا تيشكن باربيكو وصل لي بيتزا شيش طاووق تقريبا المطعم مش عارف الفرق بين الاتنين اخر تعامل مع حمزة 👎🏻,
سلوك الطيار كويس جدا ، الاكل طعمه حلو جدا,
عايزه ارجعو الفطير في شعر,
الفطير تحفة بس الشاورما مش اوي 🙂🙂,
الاكل بيتاخر جدا و بارد,
مش حلو و الكولا سخنه,
غالي علي الفاضي,السعر
الأكل كان سيئ جدا جدا جدا والفراخ جوه البيتزا فيها عظم متكسر والفطيرة محروقة تجربة وحشة اوي مِن حمزة,جودة_المنتج
طعمها بشع,
فطيره الشيكولاته مش حلوه ومش بالمستوي المطلوب وسعرها غالي جدااا عليها .. البيتزا الايطالي فراخ رانش معموله بشيش طاووق ومفيش اي صوص رانش عليها محطوط صوص تاني,السعر
حادق جداً,
البيتزا كانت العجيبنة رفيعة وناشفة وطعمها غريب وحجمها صغير,
نن,
الكفته و الشيش طعم وحش جدا,جودة_المنتج
الاكل كان بارد بس طعم حلو,
دليفرى خرة,
فطير بجوده محترمه جدا بالمقارنة بمحلات الفطير العادية، تنوع كبير والحشو ككمية وجودة حلو اوي. الخدمة متوسطة كمكان متوسط في السعر وزحمه دايما بس مش سيئة على الاقل,
طالب ٢ كريب جالى كريب و فطير و اتأخر جداً فى التوصيل و كلمتهم و قالوا هايتواصلو معايا من الفرع و محدش كلمنى خدمه سيئه جداً,
بعض اصناف المنيو غير موحوده ف البرنامج… محتاج يتعمل ابديت ع المنيو بالكامل و اضافه الاصناف الغير موجوده,
برجر مش مستوي خالص وجودته سيئة,
الفراخ اللى فى ميكس جريل بايظة وكلها دم,
طعم سئ جدا جدا جدا ، المكرونه كانت بارده و مجلده ووحشه,جودة_المنتج
فطيرة الجلاكسي بإضافة الفواكه كانت سيئة جداً,
بارد جدا,
البيتزا كانت سيئه تماما ندمنا ندم,
النجرسكو ريحتها سيئه جدا مش عارف ازاي و طعمها سيء جدااا جداا و الفراخ ملهاش طعم و البيتزا مزيتة و اول و اخر مرة اطلب منكو فعلا,
الاكل عادي وسعره مش فيه بزات الحلى الطبق ب ٨٠ ومش حلو الصراحه وعادي جداً,
ده مش حمزة الأصلي و الأكل مالوش طعم و سئ جدا,
الاكل بارد وسئ جدا جدا,
الفطيرة البغاشة مكنش فيها أي حشو ولا على الوش,
طلبت فطيرة بغاشة مفيهاش اي حاجة ولا حشو ولا توبينج,
very bad taste....,
El kiri bel sojouk kanet saye2a!! Ta3m l kiri kan we7sh awiiiiiiiii!! W akid l mix cheese 3lshn feha kiri we7sha awiiiiiii dh 3’er enno l feteret el custard kanet fadya w mafehash custard asln !!! I Don’t Recommend Them!!,
الاكل وصل بارد جدا، و اتاخر كتير عن المعاد المكتوب و المندوب غير وضع الاوردر انه تم التوصيل علي الرغم انه بعدها بدقايق اتصل بيا يسالني علي العنوان و بلغني انه بعييد جدا مسافة ٣٠ دقيقه,
بصراحه انا اول مرة اكتب تعليق سلبي على المحل بس بصراحه انا ما كنتش متخيله أن الطلب هييجي كده اي نعم الفطيرة طعمها حلو بس التغليف وحش جدا والفطيرة متبهدله وواقعه من الكرتونه والحشو كله واقع منها ده غير أن الطيار جاي يرمي الاوردر ويمشي وكأنه عايز يخلص,جودة_المنتج التغليف
واضح اني كان لازم اقرأ التعليقات قبل ما اطلب لانه فعلا خساره الفلوس في اكل زي ده بارد وغالي عالفاضي,السعر
الاكل بيجي بارد والعيش بايت اول واخر مره اتعامل معاه,
الحواوشي كان تحفه وده المقياس ب النسبالي والاوردر كله بصراحه,
الطعم متواضع جدا وتاخر التسليم جدا والاكل جه بارد,
مع الاسف انا طلبت قبل كدا من مطعم حمزه فتة شاورما وكانت جميله جدا لكن المره دى زى الزفت ارز الفته كان معجن بطريقه زباله حرفيا مش ده الى كنت متوقعه من مطعم زى ده,
اضافة البسطرمة كانت قليلة في الفطيرة,
سئ جدا ومش زى زمان,
الاوردر اتأخر جدا وكان بارد,
كان فيه حالة جفاف عامة في الأوردر؛ كايزر الشاورمة كان مفرول وبيفتفت والشاورمة نفسها كانت مجلدة وباردة وتقريبا مفيش نقطتين طحينة، الطرب كان أقرب للكفتة تقريبا نسيوا يلفوها بالمنديل، أما بقى عجينة الكريب فكانت مدعومة بالخرسانة؛ ناشفة وتخينة ومش بتتقطم ...,
المحل قام بزيادة سعر التوصيل عن السعر الموضح بالبرنامج ورفضت دفع الزيادة في قاموا بإجراء مكالمة تليفونية لي يطلبوا مني دفع مبلغ زيادة مدعيين أنهم قاموا برفع سعر التوصيل والبرنامج هو المخطئ,
اكلو وحش اوي جبلي تسمم حاجه منتهي التلوث,جودة_المنتج
الاكل بارد جدا,
الاكل سئ جدا والله ما يستهالش يدفع فيه جنيه تجربه سيئة جدا جدا جدا,
ازاى كميه الارز مع الفرخه الكامله يكون هو هو اللى مع النص فرخه,
الارز غير كافى,
فطيرة السجق كانت فقيرة جدا من السجق,
Everything was BAD AND the packaging was awful البيتزا كان فيها عضم!!!!!!!!!,
الفطير وحش قوي وعدلوا الفاتورة باغلي عشان يزودوا الدليفري من ٣٠ ل ٣٥ جنية!,جودة_المنتج
مافيهاش ريحه النوتيلا وصغيره وطعمها مش اد كده,
الاكل عبارة عن ملح صافي,
جامد جداا,
متوسطه,
الطلب وصل بارد وانا بيني وبين المطعم 100 متر,
الفرع كلمني و زود فلوس علي الاوردر ٥ جنيهات ضريبة و دا مش موجود في الابليكشن بالنسبالي خدمة مش مرضيه و لا امينه,
بصراحه جودة وطعم حكايه وكمية كبيرة شكرا جدا ليكم,
سئ جدا، عبارة عن عجين,
الأرز تحفة استمروا على هذا المستوى,
السعر غالي شوية والأكل كان بارد,السعر
الاكل فيه حته حديده بتاعت تغليف السجق.. اخر مره اكل من عنده,
الحواوشي العيش كان بايش نش حلو الفته ملح فيها زياده قوي,
. الفطيرة لم تكن لذيذة كالسابق,
طعم الاكل زي الزفت,
وحش جداااااااا وسيء,جودة_المنتج
مش سخن,
الاوردر مش زي اللي طلبته,
فطيره السجق الكيري مش حلوه خالص هذه المره انا كنت اشتريها قبل كده من حمزه ولكن هذه المره مش حلوه خالص و محروقه من الاطراف والكيري فيها مش واضحه خالص,
كانت متبهدلة خالص مش زي كل مره,
معالمتهم سيئة اوي مع الناس معالمتهم سيئة اوي مع الناس,
الاكل كان سئ جداااااا,
وصل الأوردر بارد جدا وطعم سيء,
الاوردر جه بايت,
بطني وجعتني جدا من الحواوشي و مش اول مرة,
الطعم عادي وليس الافضل,
محترم,
انا طلبت بيتزا دجاج رانش و مكرونة سى فوى الى حد معقول البيتزا كانت مقبولة على النقيض المكرونى السى فود كانت فى قمة السوء طعم غير مقبول و تقريبا كانت غير طازجة و هو اعاد تسخنها مرة اخرى,
الطعم غير جيد,
الاوردر جه بعد ساعتين الا ربع البيتزا دجاج رانش جت من غير رانش,
انا المفروض اني طالب sojouk with kiri pie السجق مملح جدا و حططلي لحسة كيري كتر خيره، انا رمتها اصلا مكملتهاش سيئة جدا,
الاكل عك,
الاورد مكتوبلى ب 68 جالى ب 74 الدليفري هيموت وياخد الباقى انا معرفش هو كان شحات ولا كان دليفرى محترم الاكل طعمو غريب جدا مش حلو اطلاقا,
الفراخ طعمها سئ جدا ومقرف وناشفة في البيتزا,
اتاخر جدا جدا,
الرز طعمه وحش جدا,جودة_المنتج
زود على قيمة الاوردر 10 من غير سبب، الاكل كان بارد,
الميكس فراخ كان طعمها غريب جدا جدا كأنها فراخ بايظة او مرشوشة بحاجة,
الاكل سيئ جدا جدا غير المتوقع وغالى جدا بالنسبة لطعمه و الكمية.,
الطعم زفت .. والجبنة سيئة جدا دي اخر مرة اطلب منهم بيتزا شرقي تونه,
الاكل سيئ جدا جدا والاكل حامى رغم انى مش طالبة حاجة حامية غير عدم الالتزام بالتوقيت,
الاكل كان مالوش طعم والفراخ زفره ممكن تكون بايظه وكميه الكفته لا تساوي نصف كيلو ابدا,
الطيار لا يعرف المكان ويتصل ويغلق الخط واتصل به لايرد طيار غير عارف بالطرق ولا يستخدم الموبيل لمعرفه المكان 😓,
اكل سئ جدا وجالى تسمم منه,
الاوردر كله أخطاء جوهرية وغالى على الفاضي وكتير الأخطاء فى الدليفرى ندمت انى طلبته,
الاكل كان طعمه وحش و كان فى سلكة فى المكرونة,جودة_المنتج
الاكل كان في منتهي السوء .. شئ سئ جداً اما تبقي الفطيره بارده والجبن الي فيها مش كويسه ورديئه بالشكل ده .. حتي الفطيره الكيري كرسبي حاطين نوع جبنه من اردئ ما يكون لا تمت للكيري من قريب او بعيد حتي .. النجرسكو كانت سيئه .. مكرونه معجنه بشكل مبالغ فيه ...,جودة_المنتج السعر
الميجا ده سىء للغاية لخبطيطا من حاجات كتير قوي وكمية مايونيز غير طبيعية مالوش طعم وعجينته مش حلوة الصراحه الفطيرة الشوكولاته ماشي حالها حلوة,
الفراخ فيها عضم ودهن في البيتزا,
اسوأ أكل كلته,
غالى على الفاضىوالاكل اتاخر ساعتين,
الاكل مش حلو,
حرامي و اكل زباله معرفش كان بيطلع يخاجم الناس علي ايه,
الاكل فاسد ومنتهي الصلاحيه وحرفيا طعمه وريحته معفنه والله,
الأكل سيئ جدا ولا يصلح لأكل الادمي.. وكل الدعاية fake و كل الاوردر اترمى في الزباله,
العيش كان محروق,
كويس بس التاخير,
المشويات عنده تحفة الطرب والكفتة احسن حاجة,
الاكل زي الفل,
أكل ميتاكلش ومطعم زبالة والعيش بايت ومش طالب منه تانى,
تمام زي. الفل,
تكلفة الاكل عالية جدا علي جودته و كميته,
اسوء اكل علي الاطلاق الفطير عجين وناشف مافيش حشو تقريبا وجبنه غريبه ايه ده احسنلكم تقفلوا,
نجرسكو طعمها أقل من المتوسط ، بيتزا تشيكن رانش أقل بكتير من بريموز مثلا و القيمة مقابل السعر لا تستحق,
طلبت مكرونة بالكرسبي طعمها كان سئ,
سيئة,
اخد اكتر من ساعتين عشان يوصل ووصل بارد و الجبنة قليلة واللحمة المفرومة مكانتش حلوة رغم انه يعتبر أغلى خدمة دليفري 35 جنية. أول و أخر مرة أطلب منه بصراحة,
نص نص وتقيلة ، فطيرة نيوتيلا بالموز احلي😍,
عجينة البيتزا سيئة جدا طعم وحجم واضافات قليلة .. اخر مرة اشترى بيتزا من حمزة .. بريموس احسن الف مرة وتقريبا بنفس الثمن 😤😡,
الاكل كانه وقع من الراجل، الفطاير كلها متبعطرة و متكومة في طرف العلب. الاكل جه بارد جدا، و فطيرة منهم المفروض تكون شرقي جت عادي.,
Low portion !!!!,
الاكل اوحش من كل مرة زي ما أكون طلبت من محل تاني، الخلطة مختلفة (اوحش) و الفراخ مش نظيفة و الفتة ثومية زيادة جدااااااا,جودة_المنتج
مكتوب شيكولاته نوتيلا و جابوا شيكولاته عادية كده علي اساس اننا بهايم بتاكل و طبعا الطلب وصل متاخر جدا,
تحفه ماشاء الله,
الفطير رائع,
اول مرة اجيب اكل من حمزة بجد يطلع وحش كدة ووقت التوصيل وصلي متاخر جداً,جودة_المنتج
محترم جدا وياريت يستمر على طول كده,
سيئة جدا ومفيش جبنة موتزيريلا زي الصورة,
كان سيء جدا وبارد والسجق البلدي كان حادق جدا جدا جدااااا,
الكلوسلو ميتاكلش. الفطيرة جامده,
القنبلة كانت وحشة اوي ومفيش تشيكن كرسبي فيها عبارة عن سوسيس وبسطرمة بس .,جودة_المنتج
واخد فلوس ازيك وحاجه تقرف,
سئ جدا الاكل ملوش طعم وجاي بارد والفطير عباره عن عجين لما انتوا مبتعرفوش تعملوا اكل بتقرفوا الناس ليه حسبي الله ونعم الوكيل,
اكل وحش جدا ملوش طعم مفهوش ملح حتي تجربة سيئة جدا جدا,جودة_المنتج
طلب فطيرة سجه بالكيري اول شئ مفيش كيري أساسا ثاني شئ سجه طعم أستغفر الله عظيم ثالثا العجيبه شبه اللبان لا انصح بطلب اي شئ من حمزة ملحوظه هذه اول تجربة لي او آخر مره,
حلوة جدا بس مقللين الاكل عن المرة ال فاتت,
الطلب جي ناقص كاتاشب وناقص شوك وباعت معالق مع البيتزا 🤔,منتج_غير_مكتمل
الاكل وحش جدا و الفراخ طعمها ملوش علاقة ب اي فراخ في الدنيا ، الفطيرة ريحتها زفارة و مزيتة جدا و الاكل وجعلي بطني بعدها,جودة_المنتج
الاكل كان وحشه لدرجة أن بطني وجعتني 😡,جودة_المنتج
ok,
الاكل في حمزة اصبح اسوء ما يكون .. لا انصح به اطلاقا,
طرب وكفته ورز طعم ممتاز حتي الطورشي والطحينه والعيش حاجه نضيفه وشغل بضمير والدليفري محترم جدا,
جودة الفراخ والسوسيس في الكريب مش قد كدة، محتاجين تجيبوا من مورد نضيف شوية,
اقذر فراخ ممكن تاكلها في حياتك كمية زفاره غير طبيعيه في الفراخ والشيش والفراخ مش مستويه والطعم فوق الزباله تقريبا فراخ ميته .. والله لولا عدم التفرغ كنت شمعت المحل بسبب وجبه امبارح ... مكنتش متخيل كده خالص من مطعم حمزه,
اسوء مطعم كلت فيه فحياتي,
بطني وجعتني,
ملح زيادة جدا جدا.. وصلت اني رميت الاكل بعد أو معلقة,
الاكل سئ جدا جدا,
جيد جداً,
فتة الشاورما جت ملاينه عيش كنت باكل عيش بس حرفيا الفراخ والرز والتوميه حاجة قليلة اوووي اووي بجد 🥲,
حلو اوي بس للاسف سوسيس مش سجق،، لو عايز سجق اختار سجق بلدي.,
حاجه اخر قرف وحاجه زفت رميته في الزباله بحد من اول قطمتين لولا اني مشيت بعيد معرفتش ارجع كنت رجعت رميتهولكم فراخ نيه و طريه وشكلها بايظ وريحته وحشه وشكله عك وبطني بتتقطع ولو حصلي حاجه مش هسكتلكم ،، خساره الفلوس اللي اتدفعت دي وعاوزاها ترجعلي ،،،,جودة_المنتج
الاوردر كله عجين وجالي تلبك معوي بسببة,
سيئ,
الأكل مكنش احسن حاجة خالص المكرونة مكنش. عليها صوص خالص كأنة مياة والكرسبي كان قليل وملوش طعم وكمية الاكل قليلة بس بجد من أسوا الأطباق اللي أكلتها الفترة الأخيرة,
اسوء مطعم طلبت أورد لمدينة نصر الدليفرى كلمنى بعد ساعتين بيقولى انا طلع من المعادى وفى غلط هكنسل الاوردر وهيطلع للك من مدينة نصر بعد ساعه كمان,
الاوردر جايلى حواوشى ساده,
مكتوب أن الوجبة بها ١/٢ طرب لكن كانوا حاطين مكانه سجق بدون ما يتم إبلاغنا بالتغيير في مكونات الوجبة,
مزيت جداااا,
الأكل موصلش ودافع اونلاين حسبى الله ونعمه الوكيل,
الاكل كان سيء جدا ومجلد كأنه مش طازه ومتسخن مايكروويف,
الأكل كان رائع ولكن فطائر الحلو العسل كان مغرق الشنطة وبينقط وبوظ الأرضية فى البيت,
الاكل حلو بس للاسف الاوردر تاني مرة يوصلني غلط,
ت,
انا طلبت و كان وحش جدا البيتزا محتوياتها قليله جدا و مكنتش حلو,جودة_المنتج
اللحمه مش مستويه اصلا وفيها حاجات زى عضم كدا ولا مااعرفش فيها ايه اقسم بالله حاجه زى زفت ودى أقل وصف ليها والله رميتها كلها وطالب فطيره بإضافة آيس كريم مش عارف حاططلى عليها بسكوت اوريو ليه والله مستواكوا بينحدر,
فطيرة الكاسترد كانت سيئه جدا وبارده وعليها لبن بكمية كبيره وانا مطلبتش كده وكنت طالبه سكر بودرة عليها جه بكمية قليلة اوي.والله مأكلتهاش,
تجربة تقرف الشاورما شكلها وطعمها يقرف والفراخ مش نضيفة لا انصح بيه اطلاقا,
الاوردر اتأخر اوي بس,
الطعم سئ و الكيري لا وجود له في الاكل,
طلبت فطير سجق بالكيرى اولا ده مش كيرى ده صوص ملوش طعم كأنها جبنة مطبوخة او كيرى السايبة مش الاصلي وبيتزا رانش صوص الرانش مبوظ البيتزا طعمة سئ مش بتعرف تعمل الرانش متعملوش هاته جاهز وفطيرة بغاشة فيها مثلا معلقة لبن وناشفة تجربة مش حلوة,
استحالة يكون نصف كيلو إلا لو كان بيتم وزن الأرز مع الفراخ إعتراضي على الوزن فقط و ليس الطعم للأمانة لأن الطعم كويس جداً,
7lw awi,
الاكل وصل بارد,
نجرسكو شوية مكرونة وحتتين قراخ صغيرين ب 100 جنيه. زمان كان أرخص وأحلى.,
سيء جداااا,
الفراخ حمضانة,
اهم حاجة متابعة الطلب علي رقم تليفوني مش تلفون حد تاني انا معنديش غير الرقم ده ٠١٠٠١١٢٦١٦٨ وكل مرة يحطوا رقمي غلط وبيتصلو بحد تاني خالص!!!!!!!!,
اوحش بيتزا و شورما كلتهم فى حياتى فعلا 👎👎👎,جودة_المنتج
جميل جدا,
اسوا اكل و اسوا جبن بجد مطعم مقرف انا عايزه فلوسي ترجعلي,
الاكل تحفه بس بييجي بارد,
فته الشاورما سيئه جدا للاسف,
حلو اوي,
سئ جدااااااا,
الطعم سيء جدااا تجربة مش هتتكرر تاني ابداأ,
الفطيرة دي بنفس الكواليتي لو اتعرضت عليا ب٥ ج مش هشتريها عشان هستخسر فيها ال ٥ ج,
الاكل بارد جدا و مش حلو و جاي متأخر جدا بعد ساعتين,
الاوردر جه غلط و بارد و الدليڤيري جايبلي فاتورة بسعر اغلى من الاوردر و الدليڤيري مش من المنيوز تبع المحل و تجربة سيئة الصراحة,
للاسف مكنش احسن حاجة من خيث الطعم و التتبيلة,
حجم ضغير بالنسبة للحجم المتوقع قطع دجاج قليلة ومليئة بالزيت,
الفطائر جميلة الشاورما لا,
هقول شويه مقاط وياريت نركز فيهم قبل الطلب : 1- الفطيره 🍕 تمنها 55ج💷 بدون ضريبه ولا توصيل.... 2- الفطير🍕 باظت من اللي بيخبزها تقريبا وقعت منه وكمل عادي. 3- الفطيره🍕 جايه الحشو مش مستوي يا مؤمن محروقه من فوق والحشو مجمد :( 4- ربع الفطيره🍕 وشها م...,
البيتزا صوص الرانش خفيف جدا الفراخ مش متبله كويس وزفره جدا,
السعر اغلى من الخدمه المقدمه,
الحشو مش متكلف السعر غالي بالنسبة للحجم الحشو طعمه بايت اوي و باين في البيتزا و انا مش راضيه تماما عن الاوردر,السعر
الوجبات مالحه جدا,
بحب حمزه جدا بس ديما الاكل بارد ف الديليڤري,
سئ جدا جدا,
البيتزا مش حلوه وصغيره الحواوشي والشاورما حلوه,
الأكل بارد و بيتزا اللحوم المشكلة مفهاش لحوم و سيئة و حجمها صغير مش large ابدا,
الأكل كان غالي و متأخر و الفطير ماكنش حلو و بألي ١٢ ساعة عندي حموضة، بالش تطلب احسنلك,السعر
المشويات سيئه جدا,
الاكل مش سخن ومنظر الاكل وحش جدا والفطير لازق في العلبه حاجه وحشه اخر حاجه والحواوشي العيش مش حلو خالص ومتقطع,جودة_المنتج
الاكل بارد وطعمه سي والحشو ضعيف جدا تجربه سيئة,جودة_المنتج
مجتش سخنة و طازة و العجينة كانت بايتة,
الكميات قليلة,
الاكل المفروض حلو بس كان بارد جدا,
كنت طالبه دليفري و الاكل جالي بارد جدا و اضطريت اسخنه عسان اكله,
الاكل وحش جدا جدا جداااا مقرف بجد و فطيرة السجق حادقة جداااااااااا بشعة و للبيتزا المشروم مجلدة,جودة_المنتج
نص الفرخة كان محروق ، و الطعم مش مقبول نهائي.,
بارد ومالوش طعم وحقيقى اخر مره اجربه,
الحجم قليل لكن لذيذ,
الاكل تحفه و الفطيره الحشو بتعها بيقع من كتره,
الحواوشي رغم انه غالي بس تحفة,السعر
المطعم كلمنى و زودوا ١٠ج ليه,
التكلفه غاليه على مستوى الاكل و الحجم فى الحواوشى اما النجرسكو رائعه و تحفه,السعر
الاكل كان مملح جدا وغالي,السعر
D,
سيئة جدا وسببت لنا مغص,
الاكل جه على الوقت المحدد. الاكل ليه طعم مش عجينة و خلاص من ناحية الفطير بس سينابون السكر يفضل ميبقاش بودرة(رأي شخصي) و يزودوا القرفة شوية بس كمية متوسطة حلوة و مكونات كويسة جدا.,
الاوردر وصل بعد ٤ ساعات و دة كان اوردر فطار فى رمضان و تانى حاجة الطيار جايبلى ايصال بملغ زيادة عن الظهر على البرنامج,
حلو وصل دافى,
الاكل كان سئ جدا المره ده و اتاخر و الشوارمه كانت ملحها زاءد اووي,
حجم الفطيرة السجق الكبيرة صغير وطعمها سيء والميكس جريل الاكل شكله بايت منصحش حد يجربه,
بطننا وجعتنا من الاكل,
الاكل كان ناشف و غريب و بعدها بطننا كلنا وجعتنا,
الأكل سيئ جدا جدا جدا ، مستوي غريب لمطعم و لا انصح به علي الاطلاق .. طلبي كان 3 كريب الي جه واحد طعمه زفر و التاني محروق و الثالث نيئ كل واحد قطم قطمه واحده و رماه و علي القطمه دي بطننا وجعتنا,
الفطير كان مفيهوش حشو خالص وكان الاطراف فوق بعض وكلها عجين,
الاوردر اتأخر جداً والاكل كان بارد والطعم كان سئ جداً لاقصى درجة,
السجق جه مكانه هوتدوج والاوردر جه اغلى من الحساب,
الدليفرى طلب فلوس اكتر و انا رفضت,
سيئ جدا ، انا و كل الناس الي اكلت تعبانين جدا من الأكل,
ساندوتش الشاورما والفته الفراخ طعمها حمضانه وبايظه ومش فريش اطلاقا والرز بايت حاجة في منتهي القرف والاكل اترمى بجد عمري ما هجربهم تاني حسبي الله ونعم الوكيل فيهم في الاكل البايظ اللي بيقدموه,
الرز محروق,
الاكل كان بارد شوية,
المكرونه مهريه ومفيهاش اي جبنه موتزاريلا ولا الفطيره فيها أي جبنه والطعم مش حلو و بارده جدا الاوردر وحش جدا ولا ليه اي علاقه بالفيديوهات بتاعت حمزه,جودة_المنتج
سرعه التوصيل كانت الساعه سبعه ونص بعد موعيد الفطار !! وهذا لم يعجبني,
البيتزا سيئة جدااا,
تم تاخير الطلب جدااا,
Grat,
وحشششششش,جودة_المنتج
طلبت حواوشى موتزاريلا مكنش فيه جبنه خالص مكرونة حمزة بس كرسبى طرى و هوت دوج والمكرونة مكسره القنبله كان فيها مزازة زياده غالباً ثوم البسطرمة !! فته مكس اقل من العادى,
اوك,
الحواشي كان وحش جدا والفراخ فيه حمضانه,جودة_المنتج
الكمية قليلة مقابل السعر والأكل مش فريش بس طعمه حلو والتوصيل سريع,
قيمة مقابل سعر سيئة الفراخ طعمها وحش ومش طازة والعيش بايت والرز طعمه صعب,جودة_المنتج
الاكل جه بارد جدا,
فطيره الكيرى سجق .. تقريبا كان مفهاش كيرى اصلا .. ومشكل دجاج كان كلها تقريبا قطع استربس بس,
👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,
👍,
طلبت فطيرة نوتيلا سيئة جدا جدا ومش نوتيلا وغالية غبي الفاضي زمان كانت حلوة جدا,السعر
النجرسكو كان بارد جدا الكول سلو الكمية اقل من نص العلبة + فيه طعم لازع يعني قديم للأسف,
الكاستر اللي جو فطيرة النوتيلا كتير اوي يا جماعة بس مجملا الاكل حلو كالعادة طبعا,
اسوء شاورما فراخ او لحمة ممكن تاكلها ف حياتك العيش الكايزر نصه فاضي و الشاورما ناشفة كأنها معمولة و مركونة من اسبوع و الطعم ميتاكلش والله,
يستحق التجربة فعلا لإنك عمرك ما هتاكل أكل أسوء من كده في حياتك.. فرصة لا تعوض,
كان الطعام بارد جدا,
يا ريت الفاتورة اللى بتيجى تبقى مطابقة للمكتوب فى الابليكشن,
فراخ كانت نية مش مستوية وكلها دم الكفتة طعمها مقرف حتى الرز كان وحش جدا ، مفطرتش بسببهم ورميت معظم الأكل,جودة_المنتج
الفراخ صغيرة ومش متبلة والارز معجن وملوش طعم والطحينة مخففة بمية كتير تجربة لا تكرر ان شاء الله,
الاكل سعره غالي مقابل القيمه,السعر
البيتزا طعمها سيئة عبارة عن عجين بس ملهاش طعم و السعر الى جالى ف الفاتورة غير السعر الى كان ف الابليكشن,
♥️♥️♥️♥️,
اسوأ فطيرة طلبناها من اي مطعم سيئة لدرجة مقدرناش ناكل واتقفلنا والله مش فاهمه دي فراخ ازاي وطالبين باضافة جبنة كيري حاطين جبنه لونها ابيض متفهمش دي جبنة اصلا ولا دي ايه بجد تجربة سيئة جداا مش هطلب منهم تاني ابداا,
الاوردر بارد ومتاخر,
اول مرة اطلب و الاقي الاكل جش وحش كدا و مش مليان و طعمه غريب مش زي كل مرة! بجد بجد سيء جداً,جودة_المنتج
