comment,complaint_cluster
Tastes good but came cold,wrong_temperature
the number of wings in the meal need to be less,
"i ordered cheesy fries w the didnt even attach a fork with the order, the chicken wasnt that good, at all",
the potatoes very little it's nor medium size just that,
Triple Cheesy Sandwich is perfect to me and all Triple sandwiches too,
I ordered the chicken regular and it came spicy,
The food Was very delicious and Hot A+ 😎,
the food was a little bit salty,bad_taste
Sandwiches and chickens are very good But fries not good,
forgot the fries and I didn't like it....,
Un cooked chicken and not spicy as i ordered,
"The chicken doesn’t cook well, so upset abt the quality of food",
forgot the 2 Pepsi cans and 1 fries packet,
it was too spicy,
All food was cold and it was late,wrong_temperature order_delay
"the food wasn't fresh or hot although I asked to be.. besides, it came too late..I ordered it spicy and it came one or two spicy and the rest wasn't.. terrible experience, I don't recommend it",order_delay
"Wrong order , cold chicken and slow delivery",wrong_temperature order_delay wrong_order
Nicest driver ever Great attitude and respect,
food was cold,wrong_temperature
amazing,
super,
closlo didnt come ... late and cold food,spoiled_food wrong_temperature order_delay
"Food was delicious, most importantly was delivered hot. Quantity was more than perfect. Highly recommended.",
order is so bad chicken is uncooked,
The best restaurant ever 🥰🥰🥰🥰,
not that good,
That had to be the BEST fried chicken i’ve ever eaten in my life. Not one bite did i not have a pack of flavor burst in my mouth and crispy crust. I will be ordering from there again and this is officially my go-to place.,
disgusting food made me ill for 3 days,bad_taste
taste was not as good as expected,
"ordered it 4 pm before going to work hoping it would be here within an hour, arrived in 2;30 hours and I couldnt eat before going away, when I came back the food wasnt as good or as fresh of course..",
great delicious and good for the price keep it up,
chicken were very salty and slightly spicy,bad_taste
delicious 😋,
the food was nice but i ordered cheesy fries and got normal fries,
top quality compared to many famous brands.,
Driver was rude,
delicious and fast delivery,
great rizo and coleslaw twister wasnt good as the tortilla was not toasted at all,
"Chicken strips have so much black pepper in them, it ruined the wrap. The rizo had so much bbq and vinegar, it was too bitter to enjoy. But the packaging was cool. I probably would not order from them again, though. Too much of the wrong flavors.",bad_taste
The order was good The bread of the sandwich was not fresh The bread of the meals was over cooked,
Zinger and Mexican definitely delicious I recommend it ❤️ but Fried chicken pieces are too small 💔💔💔💔,
"I have a problem with my received order... Please contact the restaurant.    I have clearly stated that I do not eat red meat..  I clarified in the instructions white meat only.  Yet, my meal contained a thigh and a chicken leg when i said please",
Chicken was tough and cold like it was cooked 3 days ago Waffles were very bad Horrible experience,wrong_temperature
food was cild,
Surprised by the quality and quantity... Amazing!,
Colselow was rotten,spoiled_food
worst experience and their chicken tastes horrible and I dont recommed it at all,
very bad experience the chicken was horrible and I couldnt eat it at all not recommended for any one,
Order was late and not hot,wrong_temperature order_delay
"The chicken crust had to be peeled off in order to be able to eat the chicken. It was burnt from the outside. Fries were salty and oily, rice was old, or was sitting under heat for too long, it dried out. First time trying this place, I wouldn't orde...",bad_taste wrong_temperature
The chicken wasn't fresh and wasn't crunchy it was hard to ear,
"I ordered chicken white meat only and all the order came dark meat , I don't know if you don't know the meaning of white meat or don't understand or what!",
Extremely late,order_delay
very polite Delivery Associate,
"Don't like it last time at all, not as expected..nd didn't take my notes",
put always small parts,
i ordered a dark meat meal and it come with all breasts,
The order,
The food was cold,wrong_temperature
The food was very cold And it took forever to arrive Not sure if i will order again,wrong_temperature
Amazing food . Packing was good and delivery was so fast . That will be not the last time with them,
delivery was too late,order_delay
the order was miserable,
Bad-Experienced Service,
very late delivery but food is so good,order_delay
great taste portions and the food was hot and fresh,
It was veryyyy cold,wrong_temperature
Literally tow spoons of rice on a large 20 EGP bowl. Its a SCAM!!!!,
They forgot the Pepsi I ordered combo 😅 but I liked the food,
"Great experience, I recommend",
"taking soooooo much time, but the taste is good just a bit salty for my taste",bad_taste
it was over my expectations bgd thank you aktar mn ra2e3,
Actually I ordered the family meal and about 5 piece are wings which is insane !!!!!!!??? Thats bad,
there was little black burned scraps and the portions were very small for the price and not enough vegetables in the sauce overall it was really bad and we had to pick out the burnt flacks,wrong_temperature small_portion
The chicken breast was too small🤷🏻‍♀️ The Mandy rice was over cooked,
It should be a breast chicken but he brought me a thigh,
"very disappointed 😞 the chicken wasn't well cooked, and the Rice wasn't good at all",
it is written a breast but u sent a thigh,
The food is spoiled,spoiled_food
I ordered a breast and i got a thigh,
It was still raw not fully cooked,
The driver was rude and insulted me,
hair in food,poor_hygiene
Rice was too salty n plate was tooo tiny,bad_taste small_portion order_delay
1 hour & 40 mins for the food to come and no flavor what so ever - extremely sad,
Wrong order,wrong_order
food is't fresh,
everything was fine but the chicken was too small,
Ana gayly less than 1/4 chicken about 2 bones with the minimum chicken,
"Drivers delivering food must be clean and presentable, ensuring no body odor affects the delivery please ...it has been 3 times i saw this",
very tasty,
I have received wrong order. Where I received 1 thigh and 1 breast piece when j have ordered 2 breasts,wrong_order
Driver turned off his mobile and he didn't send the order,
Taste … medium rare,
wrong order I ordered cheese sambusa I received bad quality meat it's really have a bad taste for me disgusting also mlokheya is really bad,bad_taste wrong_order
Was a uncooked rice and the rice was 1/4 and I ordered 1/2 what a cheat,
Very small chicken,
So bad,
the amount of the chiken is so small and it is only cuts from different parts adding only bones of some parts,
Un fresh at all test is very bad,
excellent,
El order 8lt,
Not professional at all,
Driver attitude was very bad . He called me 5 times to reach my address. He informed that no one gives him right address. in first call he asked you are in inrahimia wich is 10 minutes away and then many times to reac. Any clarifications??,
If you don’t have what I ordered then cancel or even call!! Not to send me wrong order twice!!!!,wrong_order
"Worng all-around I make better food at home porely prepared, burned filled with oil. Never again",
Nice,
"Food is contaminated, had a bad git symptoms after eating.",
The meal wasn't good at all,
Bad,
No green salad,
"Chicken wasn’t good, as an advice don’t order it, rice was nice",
I ordered mandi and i got grilled,
I ordered 1/2 grilled chicken but it wasn’t grilled,
Extremely professional driver with magnificent attitude 🖤,
Very bad tasting,
The driver was so polite and respectful,
Chicken is bloody and has bad smell really disgusting,bad_taste spoiled_food
"The grilled chicken was nos cooked well ,it was semi raw",
Very bad chicken and rice. And very low quality,
The chicken was not well done,
the rice was not fresh and the chicken was undercooked.,wrong_temperature
my old experiences from hadramout wasnt the best but this time it was perfect they gave us big portions and very yummy food,
Salty as heck,bad_taste
Shish toooo salty Hawawshi tasts awful,bad_taste
food came missing an item ordered half kilo shish came as half grilled chicken just cut in pieces,
I ordered a grilled chicken with rice and salad. Rice is missing?,
Ordered half kilo and received quarter,
"Poor quality, horrible",
Order taste is amazing the kofta is not good,
I ordered a tarb sandwich but instead I received a kofta one!!!,
"The food tasted extremely bad, and I think the coleslaw was expired or something, worst restaurant ever 😤😤🤢🤢",spoiled_food
Very good,
taste was very bad and dirty,poor_hygiene
Taste is so bad especially meat,
Taste bad,
packaging is not very well covered . the mombar is opened,
"The meat mandi is delicious and portion was great, easily enough for 2 people. Delivery was fast and food arrived hot thank u!",
bad,
Another sandwiches were instead of panee and Mandy instead of Kansa,
"It was absolutely amazing The mandy chicken was cooked perfectly and the rice was delicious Amazing experience, totally recommend it 👍🏻💛",
I've ordered Shish Tawwoq and what came was cutted grilled chicken Parts !!,
mandi chicken from hadramout is beyond amazing🤯 but the grilled chicken its my 2nd time ordering it . its bland,
Really tasty really good totally recommended,
Late delivery,order_delay
good,
"didnt get what i ordered , they sent mandi meal instead of Kabsa , with very low quality of a taste , worst experience ever",
Chicken tastes bad Rice was good,
Portions little bit small especially the rice.,
I didn’t receive my order yet,
"taste of food was horrible,the worst mumbar i tasted in my life,like eating plastic,and the vine leaves had no taste at all",bad_taste
Wrong order I didn’t recieve my vine leaves,wrong_order
Everything was wrong the order the taste the portions,
Very bad food quality,
"everything was wrong back then, I asked for biriyani they gave me normal one, I asked for tarb sandwich they gave me a kofta one..",
very good food ..came fresh and hot,
The Molokhia & rice are BOTH EXTEREMLY SPICY 🌶🔥🥵 I can't tolerate it They didn't give you the option to choose spicy or no I wasted my 💰,
every set should be served with its own sauce and pickles. not share the sauce and pickles if i order 2 sets,
The portions are not that good,
"i ordered 1 biryani and 1 mandi chicken but i got 2 mandy chicken plus no tomato sauce or salad for the second chicken , this is really bad service and unacceptable i already left a note because i knew this would happen and guess what it did!!",bad_service
I received half kilogram of grilled chicken instead of chicken panne!! why,
Meat with bones,
i recieved kofta sandwich instead of tarb,
"I order 3 sets of ½ chicken and rice, but i only got 1 salsa. You are suppose to give me 3 salsa as well",
Very bad,
The chichen tasted awful literally,
"food needs more cooking, chicken was not well done but rare.",
"Not good, vine leaves is not good at all",
Average food - not tasty as it used to be also was 20 mins late,bad_taste order_delay
Didn't arrive,
food taste is awful.,
Kofta was good but chicken taste was bad,
awful,
it was good but not hot. price is very good.,wrong_temperature
meat was not well cooked,
the food was ok but the order was late,order_delay
Took more than 2 hours for the food to reach,
small quantity for the price,
"driver was great the food was so bad the man'osha was cold and was like it was made yesterday and not fresh the cheese was was nonexistent in it the sandwich wasn't as bad it was fresh, but the filling was so little and the sandwich was really small",wrong_temperature
Average or below,
worst food i had ever ordered ever 🤮🤮🤢🤢,
very late delivery,order_delay
bad experience,
The sandwich is kind of empty even tho I ordered the biggest size they got but the taste is good,
The packaging was horrible and it got all squished together causing the man2esh to burst and spill all over the bag and the food. Also el shawerma sandwich was dry and all bread,
Non,
"The chicken was awful, almost tasteless, there is no seasoning, not even salt! Also it should be boneless, however while eating I found many small bones broken pieces, I even swallowed one of them!!!!!!! ARAF ARAF ARAF ARAF ARAF!!!!!!",bad_taste
Amazing 🤍,
"The chicken was not boneless and the portion was not 1/2 of a boneless chicken, it was flattened and almost no meat, and a lot of bones. There was hair in one of the Syrian cheese manouches. The tabulahi salad had no bulgar wheat, no flavor, and was ...",poor_hygiene
you forgot to send an extra garlic dip as I ordered,
"Good taste, VERY small portions compared to price",small_portion
the worst resturant ever,
Horrible taste,
"Shish tawook was horrible, I threw up right away",
"Hi, excuse me. The delivery person gave me 27Egp instead of Egp20 in change. I just realized there was an overpayment.",
The delivery took an hour & a half!,
I ordered one Xl sandwich and one M and they were both same size. my order price was 145 after discount but I received order with voucher 170 .,
Did even bother to put a fork or a spoon or even a tissue,
found a fly in the rice! the chicken is undercooked!,poor_hygiene wrong_temperature
The portion is smaller than the description. Missing coleslaw! They changed one of the sauces I chose to another that I don’t eat without informing me.,
there was a hair in the order.,poor_hygiene
The sandwich was cold and very dry. It didn't have pickles and I ordered the large but got the medium. Soori's quality has become very low. So unexpected.,wrong_temperature
Very bad and burnt taste,wrong_temperature
I put a note that the shawerma chicken sandwich is plain with no additions but it came with pickles and sauce also the vine leaves were raw not cooked well and had very high salt content,
the driver is insane,
"the sauce on the Fattah is not a sweet and sour sauce, it's just a tomato sauce and it's terrible",bad_taste
Tastes old and fries was unseasoned and oily,
"The delivery was on time .. But the food was cold , the garlic dip was put on the fatta too early when the food was still hot and it resulted in a bad ruin taste because it set too long, and by the time it got to me it was cold and tasted bad.",wrong_temperature
Excellent but took about 30 mins to get ready for delivery,
It wasn’t fresh at all,
"Portion is very small, and price is very high, and the order delivered in medium while I ordered large",
very bad,
very nice best app i love you,
"It literally taste disgusting, this is the worst shawarma I ever ate.",bad_taste
It was wrong order and when I told you that in a call you didn’t reply 😡😡😡,wrong_order
Food portions are the worst,
Good,
I don’t revised my order,
Kobeba is the worst Shawerma not so good Rice is fine,
"shawerma was terrible... chiecken almost grey with strange smell and taste , they added a lot of spices to cover it up.",
Food not hot The kofta sandwich was very small and I ordered a large one Fatooosh is so bad .. disgusting taste and not fresh,bad_taste wrong_temperature
I received the order missing things..it wasn't complete,
food was spilled all over the bag the bag was torn apart like someone ate from it it looked disgusting and gross worst experience ever,bad_taste poor_hygiene bad_packaging
I ordered sprite instead of Pepsi but I got Pepsi other than that the order was perfect,
awful experience,
"order came very late, order was missing items and when communicated with restaurant they denied, food was not as tasty as expected, last time ordering from them",order_delay wrong_order
"my order was 2 Chicken Shawerma , 1 Fries with cheese Received 3 Chicken Shawerma and no fries 😕",
Nice,
Not fresh chicken,
I specifically ordered fattah sori came with white rice,
very good,
the thyme man'oosha received without extra cheese as requested,
Great,
"only one note , shawerma contains small hair that's for your information",poor_hygiene
the food came really cold and wasnt so good after all,wrong_temperature
"The driver does not have any change at all. All I needed was a 10 egp note from him. I gave him money and asked him to go get change and come back. He told me I wont find anyone, you can go down and get the change for me. Such a horrible attitude !!",
the delivery experience was very good,
Perfect,
so bad,
Disgusting,bad_taste
"I ordered Arabian chicken shawarma box and it’s really bad, the fries are all burnt up and the shawarma bites are made of the worst chicken I’m so disappointed",wrong_temperature
Packaging is awful with no respect for the Covid era we live.. Food quality gets worse and worse with time.,
The food is cold and every time I order fries I get another extra shawarma if you are too lazy to make just say it,wrong_temperature
"that was one of the worst orders i've ever had it was cold, it tasted awful and now i have stomachache because of it.",wrong_temperature
I paid for a large chicken fattah and I received a medium fattah,
the food was so cold and the chicken tastes horrible and i would like to get my money back as i could not eat the food,wrong_temperature
very bad experience the food was Soo cold and the fries couldn't be eaten,wrong_temperature
Tooo late,order_delay
Missing cheese,
Sambosek was very hard on the edges Shawerma was full of fat (hard to chew parts),
El order ma gash aslan,
Very bad taste of nutella its not nutella at all i will never order from soori again,
waste of money uncooked chicken,
the food was delicious will done,
late delivery,order_delay
there was no extra mushrooms,
cold order,wrong_temperature
Cold Food,spoiled_food wrong_temperature
The shawerma and the dipping are amazing,
Fries tastes like water Garlic didn't have any taste,
"toooo much garlic sauce on the chicken shawarma fattah, and rice and chicken could've been more. but delicious regardless.",
very poor quantity inside sandwich,
Food is good but not hot,wrong_temperature
Professional decent driver,
It was a wrong order !,wrong_order
inordered extra dips roman and was not added and the money was deducted,
the meat was chewy and not well done,
The delivery man is very professional,
great delivery,
the order came v cold and the sandwiches wasn't as good as usual,wrong_temperature
more offer vouchers,
Chinese chicken fattah was too spicy,
it was shit the food was bad and the size was so small 🤮🤮🤮,
good,
bad,
very bad quality and size,
"order was supposed to include French fries, instead I got stale chips",spoiled_food
"""LARGE"" sandwiches are smaller than small sandwiches in almost every other Syrian restaurants! I was shocked to see how small the paper bag was, I thought I got the wrong order!",wrong_order
"fries are always soggy, but they're also still hot.. shawermas always tasty. tomiyah tastes a little funny so I don't get that. classic lunch order from here",
"Delivery guy was very friendly, followed my directions and arrived fast with my order! :)",
light shawerma burned,
Not good taste,
Very very poor quality of food,
I request meat shawarma with extra mozzarella but the order is not matched,
It never came aslun,
Some of the Manaakish were burnt from the edges. The Nutella one had less Nutella than usual.,wrong_temperature
I made an order yesterday and the food was awful and i contacted someone from the support to change the food and they said that someone will contact me and nothing happened what is that ???,
the rice was undercooked and the whole meal was a disaster,wrong_temperature
very little amount of food,
the crispy chicken is very bad,
Muhammad with Cheese was slightly burnt,wrong_temperature
The quality of food was not as expected plus small quantity vs cost and brosted was not cooked well!!!,
Thank you so much,
i had to go down the 6 floors to take my order because the driver refused to come up,
Toooooooo much tomia in it !,
The food was not fresh as it normally is,
Good but not perfect,
"The Egyptian Shawarma tasted really bad, it was as if the meat has gone bad. I threw it all away.",
I had a very bad enteritis and stomachache after I ate their sandwich!,
"I ordered the XL shawarma meat for 40 pounds per sandwich, not worth it in my opinion and would only pay 20 pounds for the sandwich i got",high_price
"Portions for shawerma and fries are great, but fries are always oily and never spiced with the red spices that most places use, also it is packaged right away so you will always end up eating oily, soggy fries",
thanks for lovely experience,
Good but very heavy,
"meat shawerma sandwhich in the platter did not match the sandwhich if ordered by itself, in the platter it was meat only. mekhallil was room temperature, which was weird. tomeya was lighter in taste than I'd like, but the meal overall was still tasty",
Gamed,
not good and food is not like before chicken shawrma is reallly bad and muhamara mozzarela doesn't have any sauce I hated the order chrispy chicken is the best so far,
Delivery came before the time i decided,
"Sandwiches are freezing cold , they don’t have any garlic sauce or pickles or cheese , disgusting experience",bad_taste wrong_temperature
"the food was very bad , oily and slow delivery",order_delay
Everything was really good but expected better thyme manaesh,
Excellent taste,
Cold,wrong_temperature
Didn’t receive correct order I paid for extra pomegranate sauce for two sandwiches and I got them without pomegranate sauce,
Delicious,
Very bad experience as the orders takes two hours to be delivered while the restaurant is about 15 minutes from my place.... And the food was too cold,wrong_temperature
great,
I found an eye lash in my food,
i received a reset with a different value,
little portion in sandwiches that sucks,
Not that good and was cold,wrong_temperature
Was very very cold,wrong_temperature
Shawerma sandwich was soo cold,wrong_temperature
Not clean!!! I found hair in the chicken.,poor_hygiene
The meet and chicken Shawarma sandwiches tasted very bad! The bread didn't taste good at all as well. I ended up not eating!,
Order arrived really quickly before expected delivery.,
missing items,wrong_order
amazing,
they can,
Arrived very late and kinda cold.,wrong_temperature order_delay
very tasty and the quality as expected,
I asked for the sandwiches to be spicy.. that didn't happen,
Bad chicken and meat and horrible cheese fries,
bad experience ever just don't even try it,
"food was not as good as always , was cold and dry like if its not fresh",wrong_temperature
the order was wrong,
No receipt provided,
"poor quality, soooo little meat or chicken in the sandwich filled with pickles instead",
food delayed and was cold,wrong_temperature order_delay
mesahab was perfect but pane was not well cooked and rice portion is small,
"So bad, it's my last time to order from you, the Sandwich was so salty i couldn't eat, the bread was out dated, really a bad experience, you ruined my free day of diet",bad_taste
"The food quality is very poor, the shawerma quantity on fatta is very little, Tomia is tasteless + Order arrived turned upside down and rice splitted in the plastic bag. Last time to order from Soori!",bad_taste
Great quality and delivery service. One of the best Mana'aish makers around at affordable prices. Also has a variety of plate options,order_delay
"The best Shawerma in town, I love the mana2esh with Shawerma or Smoked turkey. The new Egyptian meat Shawerma and the fried Chicken with smoked turkey extra on top.",
The grilled chicken was so small and burned on the edges,
"terrible experience, bad taste w roz bayt w msh mstwy w 3eish bayt and prices didn't match the reciept on the app",
Very bad taste. Sandwiches shawarma has no tomia inside and so bad,
"Yea, that’s right, I found someone’s nail on my food in my last order from Soori, And they refused to give me my money back too! and asked for a proof, here is your proof you shitty restaurant with your shitty service. never gonna order from them aga...",
One of the best restaurants,
Alot of improvement has been done gr8 tast and more clean and orginzed way to serve it,
Very tasty and healthy food.,
Best chicken shawerma sandwich ????,
The food quantity is good and the taste is awesome,
Helww gidan bs delivery call centre we7sh gedan,
"Just got the whole chicken with a side of rice. It was 65 pounds for the entire chicken and it came with fries, 4 pieces of bread, 2 garlic sauces and one side of pickles. Honestly, the best thing was the garlic sauce. It's so creamy and not too ""...",
"WORST SYRIAN FOOD EVER. horrible soggy fries, underfried sambusa and tiny fatta portions that did not taste good. never ordering here again.",small_portion
I think it is one the best shawerma in Alex.,
best shawerma everrrr,
Bad delivery timing,
Best shawerma in alex specially with cheese,
one of the best Syrian food restaurant all mankesh are highly recommended,
"Good taste and fast delivery, i do recommend specially when u r hungry at work :D",
"Very good taste and service, highly recommended!",
